R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+13   0.0000  1  193.64  161.000  0.00000  253.41  241.68  253.41   45.819   36.855    9.11  1502.12
 0.12500D+11 0.32000D+13   0.0000  1  193.65  161.000  0.00000  253.41  241.83  253.41   46.908   38.139    9.18  1502.12
 0.25000D+11 0.32000D+13   0.0000  1  193.65  161.000  0.00000  253.41  241.96  253.41   46.701   38.381    9.12  1502.12
 0.37500D+11 0.32000D+13   0.0000  1  193.66  161.000  0.00000  253.41  242.10  253.41   46.493   38.622    9.06  1502.12
 0.50000D+11 0.32000D+13   0.0000  1  193.66  161.000  0.00000  253.41  242.24  253.41   46.284   38.862    9.00  1502.12
 0.62500D+11 0.32000D+13   0.0000  1  193.66  161.000  0.00000  253.41  242.37  253.41   46.074   39.101    8.95  1502.12
 0.75000D+11 0.32000D+13   0.0000  1  193.66  161.000  0.00000  253.41  242.51  253.41   45.863   39.340    8.90  1502.12
 0.87500D+11 0.32000D+13   0.0000  1  193.67  161.000  0.00000  253.41  242.64  253.41   45.651   39.578    8.84  1502.12
 0.10000D+12 0.32000D+13   0.0000  1  193.67  161.000  0.00000  253.41  242.77  253.41   45.438   39.814    8.79  1502.12
 0.11250D+12 0.32000D+13   0.0000  1  193.67  161.000  0.00000  253.41  242.90  253.41   45.224   40.050    8.74  1502.12
 0.12500D+12 0.32000D+13   0.0000  1  193.68  161.000  0.00000  253.41  243.03  253.41   45.009   40.286    8.69  1502.12
 0.13750D+12 0.32000D+13   0.0000  1  193.68  161.000  0.00000  253.41  243.16  253.41   44.793   40.520    8.64  1502.12
 0.15000D+12 0.32000D+13   0.0000  1  193.68  161.000  0.00000  253.41  243.29  253.41   44.576   40.754    8.59  1502.12
 0.16250D+12 0.32000D+13   0.0000  1  193.68  161.000  0.00000  253.41  243.42  253.41   44.358   40.986    8.54  1502.12
