R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.11024D-05  0  0  0.01105  273.24  261.57 0.10306D+16  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.11026D-06  0  0  0.01108  273.21  266.46 0.61983D+15  2.167 1398.882 1398.305 1382.549 1414.636    0.32    0.32    0.32
    0.64    0.77 0.55143D-07  0  0  0.01110  273.18  267.23 0.57144D+15  2.167  699.459  698.882  683.121  715.215    0.64    0.64    0.64
    0.97    1.16 0.36770D-07  0  0  0.01113  273.15  267.72 0.54221D+15  2.168  466.317  465.740  449.975  482.076    0.97    0.97    0.97
    1.29    1.55 0.27583D-07  0  0  0.01115  273.12  268.09 0.52116D+15  2.168  349.747  349.170  333.400  365.507    1.29    1.29    1.29
    1.61    1.94 0.22071D-07  0  0  0.01118  273.08  268.38 0.50468D+15  2.168  279.804  279.227  263.453  295.567    1.61    1.61    1.61
    1.93    2.33 0.18396D-07  0  0  0.01120  273.05  268.62 0.49115D+15  2.168  233.176  232.599  216.820  248.941    1.93    1.93    1.93
    2.25    2.71 0.15771D-07  0  0  0.01123  273.02  268.83 0.47967D+15  2.169  199.870  199.293  183.509  215.637    2.25    2.25    2.25
    2.58    3.10 0.13803D-07  0  0  0.01125  272.99  269.01 0.46970D+15  2.169  174.890  174.313  158.525  190.660    2.58    2.58    2.58
    2.90    3.49 0.12272D-07  0  0  0.01128  272.96  269.17 0.46089D+15  2.169  155.462  154.885  139.092  171.234    2.90    2.90    2.90
    3.22    3.88 0.11047D-07  0  0  0.01131  272.93  269.32 0.45300D+15  2.170  139.919  139.342  123.545  155.693    3.22    3.22    3.22
    3.54    4.27 0.10045D-07  0  0  0.01133  272.89  269.45 0.44586D+15  2.170  127.202  126.625  110.823  142.979    3.54    3.54    3.54
